age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
36,services,single,high.school,no,no,no,telephone,oct,thu,519,7,999,0,nonexistent,-1.7,95.131,-44.1,2.247,4963.6,no
42,admin.,divorced,university.degree,no,yes,yes,cellular,may,fri,363,5,999,0,nonexistent,1.1,91.56,-56.9,5.1,5008.7,yes
34,retired,married,basic.9y,no,no,no,cellular,sep,tue,112,2,999,0,nonexistent,-1.8,93.33,-39.5,1.074,5017.5,yes
55,entrepreneur,married,high.school,no,yes,no,telephone,may,thu,331,2,999,0,nonexistent,1.1,90.702,-42.5,4.375,5099.1,yes
29,blue-collar,married,university.degree,no,yes,no,cellular,may,tue,27,2,999,0,nonexistent,-0.1,95.552,-41.7,4.062,5099.1,no
37,housemaid,single,professional.course,no,yes,no,cellular,may,tue,389,2,999,0,nonexistent,1.4,94.14,-52.5,2.623,5017.5,no
34,student,married,basic.4y,no,yes,no,cellular,nov,wed,189,3,999,0,nonexistent,1.1,94.505,-42.1,4.377,5099.1,no
57,blue-collar,married,professional.course,no,yes,yes,telephone,may,tue,86,3,999,0,nonexistent,-1.7,92.623,-44.2,3.795,5017.5,no
42,unemployed,single,university.degree,unknown,no,no,telephone,sep,mon,266,5,999,0,nonexistent,1.4,94.762,-41.4,0.739,5008.7,no
52,admin.,single,university.degree,unknown,unknown,no,cellular,dec,tue,256,7,999,0,nonexistent,-1.7,94.766,-42.4,1.932,5099.1,yes
22,blue-collar,married,high.school,unknown,yes,yes,cellular,jul,mon,58,2,999,0,nonexistent,1.4,92.753,-44.4,3.698,5008.7,yes
43,blue-collar,single,basic.4y,no,no,no,telephone,jul,thu,7,3,999,0,nonexistent,1.1,91.276,-39.2,1.924,5076.2,no
50,student,married,basic.6y,no,no,no,telephone,jul,wed,142,3,999,0,nonexistent,1.4,93.653,-36.9,4.099,5076.2,no
40,management,married,university.degree,no,yes,no,cellular,may,mon,210,2,999,0,nonexistent,-3.4,92.81,-44.0,5.093,5076.2,yes
52,admin.,single,high.school,no,no,yes,cellular,jul,mon,523,1,999,0,nonexistent,-1.7,95.779,-49.2,2.951,5076.2,yes
33,technician,single,professional.course,no,no,no,telephone,aug,mon,658,1,999,0,nonexistent,1.1,93.076,-48.9,1.909,5099.1,no
56,management,married,high.school,no,unknown,no,cellular,dec,thu,188,3,999,0,nonexistent,1.4,93.16,-39.9,1.705,5017.5,no
67,admin.,married,basic.9y,no,yes,no,cellular,dec,mon,350,3,999,0,nonexistent,-3.4,94.21,-35.5,2.344,5099.1,no
35,housemaid,married,university.degree,no,no,no,cellular,nov,thu,144,2,999,0,nonexistent,-3.4,93.005,-51.1,2.218,5191.0,no
34,self-employed,married,high.school,no,yes,yes,cellular,nov,mon,342,3,999,0,nonexistent,-1.7,94.042,-47.1,4.555,5099.1,no
57,services,married,high.school,unknown,yes,no,cellular,jul,tue,57,2,999,0,nonexistent,1.4,92.191,-43.7,1.944,5008.7,no
58,unemployed,married,university.degree,no,yes,no,cellular,aug,fri,115,4,999,0,nonexistent,1.1,91.322,-52.2,2.684,5017.5,yes
33,technician,married,professional.course,no,unknown,yes,telephone,nov,thu,251,4,999,0,nonexistent,-1.7,91.631,-42.5,4.403,4963.6,no
34,unemployed,single,university.degree,unknown,no,no,cellular,jun,mon,4,1,999,0,nonexistent,-3.4,92.494,-40.2,2.406,4963.6,no
36,management,single,university.degree,no,no,no,cellular,dec,fri,320,3,999,0,nonexistent,-0.1,93.178,-39.6,2.2,5017.5,no
23,management,single,university.degree,no,yes,no,cellular,jun,wed,451,5,999,0,nonexistent,-1.8,93.749,-44.0,4.568,4963.6,no
28,admin.,married,professional.course,no,yes,no,telephone,aug,fri,127,1,999,0,nonexistent,1.1,93.683,-43.8,5.088,5017.5,no
27,housemaid,divorced,high.school,no,yes,no,telephone,sep,thu,148,1,21,2,failure,-0.1,93.015,-47.1,3.069,5008.7,no
30,technician,single,basic.4y,unknown,yes,yes,cellular,dec,thu,476,2,999,0,nonexistent,1.1,91.395,-50.9,5.1,5008.7,yes
39,admin.,single,basic.9y,no,yes,no,telephone,may,fri,373,2,999,0,nonexistent,1.4,94.048,-42.9,3.298,5099.1,no
42,admin.,single,basic.9y,no,no,no,cellular,sep,tue,84,1,999,0,nonexistent,-0.1,90.748,-40.0,4.577,4963.6,no
58,services,divorced,university.degree,no,no,no,telephone,jul,thu,97,6,26,1,success,-1.7,91.249,-41.9,5.1,5017.5,no
28,services,married,university.degree,no,yes,no,cellular,may,wed,283,1,26,1,success,1.1,93.068,-36.5,1.868,5008.7,no
51,retired,married,university.degree,unknown,yes,no,telephone,oct,mon,207,3,999,0,nonexistent,-1.7,94.195,-40.3,2.062,5099.1,yes
37,student,single,basic.4y,no,yes,no,cellular,jul,mon,44,3,999,0,nonexistent,1.4,93.941,-38.7,4.439,4963.6,yes
39,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,92,2,999,0,nonexistent,-3.4,92.849,-41.2,2.711,4963.6,no
48,retired,single,high.school,no,no,no,telephone,may,thu,575,2,999,0,nonexistent,1.4,93.667,-32.7,1.306,4963.6,yes
26,blue-collar,married,university.degree,no,no,no,cellular,jul,wed,291,1,19,4,nonexistent,-3.4,91.402,-44.4,2.371,5008.7,yes
44,housemaid,married,university.degree,unknown,no,no,cellular,aug,wed,1066,3,999,0,nonexistent,-3.4,92.157,-38.6,0.6,5008.7,yes
41,self-employed,married,high.school,no,yes,yes,cellular,jun,mon,364,6,6,4,nonexistent,-1.7,92.18,-40.8,3.044,4963.6,yes
45,services,divorced,basic.6y,no,yes,no,telephone,may,wed,711,2,999,0,nonexistent,1.4,91.538,-38.3,3.294,5008.7,no
43,retired,married,basic.6y,no,yes,no,telephone,dec,fri,60,1,999,0,nonexistent,1.4,92.461,-40.3,4.953,4963.6,no
69,blue-collar,married,university.degree,no,no,no,cellular,jul,tue,369,4,999,0,nonexistent,-1.8,92.687,-42.2,5.1,5076.2,no
32,technician,married,professional.course,no,no,yes,telephone,sep,thu,5,1,999,0,nonexistent,-1.8,92.307,-40.1,2.429,5008.7,no
33,self-employed,married,university.degree,unknown,yes,no,cellular,jun,thu,277,1,999,0,nonexistent,-1.7,92.615,-39.5,5.1,5017.5,yes
32,technician,single,basic.6y,no,yes,no,cellular,may,thu,158,4,999,0,nonexistent,-1.7,88.708,-38.8,1.067,5008.7,yes
33,technician,single,high.school,unknown,yes,no,telephone,jun,wed,106,3,999,0,nonexistent,1.1,93.579,-34.7,0.6,4963.6,no
32,technician,single,university.degree,no,no,no,cellular,jun,fri,495,1,999,0,nonexistent,-0.1,92.392,-41.0,0.764,5017.5,no
54,self-employed,married,university.degree,no,no,no,cellular,jul,tue,481,1,999,0,nonexistent,1.1,92.39,-47.5,0.892,5099.1,yes
57,blue-collar,single,basic.6y,no,no,no,cellular,jul,fri,5,6,999,0,nonexistent,1.1,90.918,-41.2,4.365,5017.5,no
33,admin.,married,basic.4y,no,no,no,telephone,jul,tue,235,2,999,0,nonexistent,-0.1,95.327,-44.2,5.1,5017.5,no
30,retired,single,university.degree,unknown,yes,yes,cellular,may,tue,114,4,999,0,nonexistent,1.4,95.398,-44.4,5.1,5008.7,no
45,self-employed,married,high.school,no,yes,yes,telephone,jul,mon,134,1,999,0,nonexistent,-1.8,90.497,-43.6,0.6,5191.0,no
33,admin.,married,basic.9y,no,yes,no,telephone,may,thu,446,3,999,0,nonexistent,-1.8,92.647,-46.5,4.542,5017.5,no
47,blue-collar,single,basic.4y,no,yes,yes,cellular,may,wed,92,5,999,0,nonexistent,1.1,94.392,-54.0,5.1,5017.5,no
42,admin.,divorced,university.degree,no,no,no,telephone,dec,tue,716,2,999,0,nonexistent,-1.8,92.462,-34.6,4.796,4963.6,yes
21,blue-collar,married,university.degree,no,no,no,cellular,aug,tue,49,5,999,0,nonexistent,-3.4,92.091,-44.4,1.86,5008.7,yes
58,technician,single,professional.course,no,yes,no,cellular,aug,fri,271,1,999,0,nonexistent,1.4,91.993,-50.6,3.303,4963.6,no
61,retired,married,university.degree,no,no,no,telephone,jun,fri,278,3,999,0,nonexistent,1.1,93.469,-41.1,1.287,5008.7,no
32,management,married,high.school,no,yes,no,telephone,dec,wed,72,1,999,0,nonexistent,-0.1,96.923,-38.9,4.345,5099.1,no
35,management,married,basic.6y,no,yes,no,cellular,aug,thu,98,1,999,0,nonexistent,1.1,94.242,-42.9,0.6,5191.0,yes
43,technician,married,university.degree,no,yes,no,cellular,oct,wed,450,2,999,0,nonexistent,-1.7,91.337,-48.4,4.234,5017.5,no
44,self-employed,married,high.school,no,yes,no,cellular,may,tue,358,5,999,0,nonexistent,1.4,92.057,-49.1,1.722,5008.7,no
47,technician,married,university.degree,no,yes,no,cellular,dec,fri,99,1,999,0,nonexistent,-3.4,92.598,-30.6,3.654,5017.5,no
64,unemployed,married,high.school,unknown,yes,no,cellular,nov,mon,190,4,999,0,nonexistent,1.1,91.711,-49.1,2.544,5017.5,yes
37,management,divorced,basic.9y,no,yes,yes,cellular,nov,wed,15,1,999,0,nonexistent,1.1,91.431,-50.1,2.351,5076.2,no
30,admin.,married,basic.6y,no,unknown,no,telephone,may,tue,58,3,999,0,nonexistent,-0.1,94.125,-43.5,4.704,4963.6,no
23,retired,single,high.school,no,yes,no,cellular,may,wed,166,2,999,0,nonexistent,1.1,92.246,-37.9,5.1,5191.0,no
31,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,22,1,999,0,nonexistent,1.4,93.558,-33.7,1.443,5008.7,no
39,retired,single,basic.9y,no,yes,no,telephone,may,wed,463,2,999,0,nonexistent,1.1,95.674,-43.1,3.336,5099.1,yes
61,admin.,married,professional.course,no,no,yes,telephone,nov,mon,316,1,999,0,nonexistent,-1.7,92.213,-43.1,1.044,5191.0,yes
33,admin.,married,high.school,no,yes,no,cellular,mar,wed,718,1,999,0,nonexistent,-0.1,93.412,-48.4,2.171,5076.2,no
42,housemaid,married,high.school,no,no,no,cellular,apr,tue,295,2,26,1,nonexistent,1.4,91.465,-36.6,1.692,4963.6,no
39,blue-collar,married,university.degree,no,yes,no,telephone,may,mon,705,3,999,0,nonexistent,-0.1,93.623,-42.3,0.734,5099.1,no
54,self-employed,married,professional.course,unknown,no,no,cellular,may,mon,202,1,999,0,nonexistent,1.1,94.95,-42.2,4.907,5099.1,no
70,blue-collar,single,university.degree,unknown,no,unknown,cellular,may,thu,229,1,999,0,nonexistent,-0.1,94.873,-39.8,3.186,5017.5,no
33,management,single,university.degree,no,yes,no,telephone,oct,wed,942,1,999,0,nonexistent,-1.8,93.063,-40.5,2.016,4963.6,yes
34,retired,single,high.school,no,yes,no,cellular,jul,thu,256,5,999,0,nonexistent,-3.4,92.222,-42.7,2.895,5076.2,yes
52,services,single,high.school,unknown,yes,no,cellular,jan,thu,7,1,4,3,nonexistent,1.4,93.355,-35.4,5.1,5008.7,no
48,blue-collar,married,high.school,no,no,no,cellular,jul,thu,321,1,999,0,nonexistent,1.1,93.077,-50.0,4.85,5008.7,yes
62,blue-collar,married,university.degree,unknown,yes,no,cellular,jun,wed,589,1,1,1,success,-1.8,93.692,-40.9,4.005,5076.2,yes
47,admin.,married,university.degree,no,yes,no,cellular,apr,tue,396,4,999,0,nonexistent,1.4,92.048,-40.0,1.795,5017.5,yes
35,blue-collar,married,high.school,unknown,unknown,no,telephone,aug,tue,219,2,999,0,nonexistent,-0.1,92.4,-44.1,3.215,5017.5,no
47,management,married,basic.6y,no,yes,no,cellular,sep,thu,278,3,999,0,nonexistent,1.1,92.673,-38.9,1.036,5099.1,no
53,student,married,university.degree,unknown,no,yes,cellular,sep,wed,1156,1,999,0,nonexistent,-1.8,94.0,-38.7,2.843,4963.6,yes
49,housemaid,married,basic.6y,no,no,no,cellular,sep,fri,23,1,999,0,nonexistent,1.4,94.199,-36.5,4.76,5099.1,yes
46,entrepreneur,married,university.degree,no,yes,no,telephone,jan,fri,275,1,999,0,nonexistent,-0.1,92.353,-42.6,5.094,5008.7,no
52,entrepreneur,single,university.degree,unknown,yes,no,cellular,dec,mon,83,2,999,0,nonexistent,1.1,91.274,-43.1,1.843,5076.2,no
54,management,single,university.degree,no,yes,no,cellular,nov,mon,255,6,999,0,nonexistent,-3.4,93.544,-39.3,4.499,4963.6,no
56,blue-collar,married,university.degree,no,no,no,telephone,dec,thu,233,2,999,0,nonexistent,-1.7,94.098,-43.0,4.129,5076.2,yes
47,student,divorced,university.degree,no,no,no,cellular,feb,tue,41,8,999,0,nonexistent,-1.7,92.799,-49.6,2.567,4963.6,yes
37,retired,divorced,high.school,no,no,no,cellular,dec,mon,57,5,999,0,nonexistent,1.4,91.93,-37.7,4.343,5191.0,no
41,services,married,university.degree,unknown,no,no,cellular,nov,fri,242,3,9,4,failure,-1.8,92.283,-51.2,5.1,5008.7,no
54,admin.,married,university.degree,no,no,no,cellular,nov,tue,34,5,12,4,nonexistent,1.1,95.459,-40.0,4.531,5008.7,no
30,technician,married,basic.9y,yes,yes,no,cellular,apr,fri,77,1,999,0,nonexistent,-3.4,93.333,-29.3,1.103,5191.0,no
44,technician,divorced,basic.4y,no,yes,no,telephone,sep,thu,450,1,999,0,nonexistent,-1.8,94.52,-39.3,2.499,4963.6,yes
35,housemaid,single,basic.9y,no,no,no,cellular,dec,thu,99,4,999,0,nonexistent,-1.7,91.795,-45.5,3.719,5017.5,no
40,services,married,high.school,no,yes,yes,cellular,aug,tue,167,1,999,0,nonexistent,1.1,94.815,-44.3,1.554,4963.6,no
55,technician,married,university.degree,no,yes,yes,cellular,aug,tue,708,1,999,0,nonexistent,1.1,94.342,-40.1,5.1,5008.7,no
42,unemployed,married,university.degree,no,no,no,cellular,dec,wed,64,1,999,0,nonexistent,1.4,92.846,-42.1,3.564,5076.2,yes
40,admin.,married,basic.9y,unknown,yes,no,cellular,jul,mon,123,2,999,0,nonexistent,1.4,93.913,-38.2,2.184,5099.1,no
23,technician,married,basic.6y,no,no,no,telephone,aug,tue,233,1,999,0,nonexistent,-3.4,94.941,-34.7,2.071,5076.2,no
48,admin.,single,professional.course,no,no,no,cellular,jul,tue,351,5,999,0,nonexistent,1.4,91.338,-35.4,1.749,5008.7,yes
47,retired,single,basic.6y,unknown,yes,yes,telephone,dec,mon,579,3,999,0,nonexistent,-0.1,92.211,-47.8,4.271,5076.2,no
65,student,single,high.school,no,no,no,cellular,apr,tue,617,4,23,2,failure,1.4,93.786,-41.9,4.485,5017.5,yes
36,blue-collar,single,university.degree,yes,yes,no,cellular,jul,thu,374,1,999,0,nonexistent,-3.4,93.03,-39.5,1.805,5017.5,no
42,housemaid,single,university.degree,no,yes,no,cellular,aug,mon,64,3,999,0,nonexistent,1.4,93.617,-34.4,5.1,4963.6,no
42,blue-collar,married,basic.6y,unknown,yes,no,cellular,oct,mon,6,1,999,0,nonexistent,-1.8,94.032,-40.2,2.303,5076.2,no
58,student,single,basic.4y,no,yes,no,cellular,aug,thu,121,2,999,0,nonexistent,-1.7,93.748,-45.4,1.566,5076.2,no
38,entrepreneur,married,basic.6y,unknown,yes,no,cellular,dec,fri,38,5,999,0,nonexistent,-3.4,92.621,-39.8,3.859,5008.7,yes
43,self-employed,single,university.degree,no,yes,no,telephone,dec,tue,309,2,24,4,failure,-1.8,92.724,-32.9,0.841,4963.6,no
47,admin.,married,university.degree,no,yes,no,cellular,mar,mon,270,2,999,0,nonexistent,-0.1,95.333,-43.3,0.6,4963.6,no
42,unemployed,single,basic.9y,no,yes,no,cellular,jun,wed,11,5,26,4,nonexistent,1.4,93.129,-45.5,1.284,5076.2,no
34,retired,married,university.degree,no,no,no,cellular,feb,fri,452,1,999,0,nonexistent,1.1,95.033,-42.2,1.587,5099.1,no
42,blue-collar,married,university.degree,no,no,no,cellular,may,thu,71,3,999,0,nonexistent,-1.8,95.137,-45.3,4.349,5076.2,no
52,self-employed,married,basic.4y,no,yes,no,cellular,jul,thu,141,2,999,0,nonexistent,-1.8,91.829,-37.9,0.667,5076.2,no
27,blue-collar,married,high.school,no,yes,no,cellular,dec,tue,275,3,999,0,nonexistent,-1.7,94.103,-45.2,3.664,5076.2,no
41,housemaid,single,university.degree,no,yes,yes,cellular,nov,wed,140,4,999,0,nonexistent,1.4,91.38,-35.5,4.515,5017.5,no
31,admin.,single,basic.9y,no,yes,yes,telephone,may,mon,145,3,999,0,nonexistent,-3.4,95.426,-39.5,5.1,5191.0,no
54,retired,married,high.school,no,no,yes,telephone,apr,thu,16,5,999,0,nonexistent,-0.1,93.283,-38.5,2.115,4963.6,no
21,services,married,university.degree,no,no,no,cellular,aug,thu,128,1,999,0,nonexistent,-3.4,93.21,-38.6,2.257,5191.0,yes
33,admin.,married,professional.course,no,yes,no,cellular,jul,fri,361,1,999,0,nonexistent,-0.1,91.702,-37.7,5.1,5017.5,no
44,blue-collar,married,university.degree,no,yes,no,telephone,may,tue,616,1,999,0,nonexistent,-1.8,92.09,-43.5,5.1,5099.1,no
58,admin.,married,university.degree,no,yes,yes,cellular,nov,mon,133,1,999,0,nonexistent,-3.4,93.339,-46.9,2.506,5008.7,no
39,technician,single,university.degree,no,no,unknown,cellular,dec,wed,137,2,2,3,nonexistent,-1.8,93.136,-44.4,5.064,5099.1,yes
33,blue-collar,married,high.school,no,yes,yes,cellular,jun,thu,303,3,23,2,success,-1.7,92.422,-37.4,3.445,4963.6,no
62,management,married,university.degree,unknown,unknown,no,cellular,nov,thu,715,4,999,0,nonexistent,-1.7,94.318,-50.8,3.029,5008.7,yes
22,blue-collar,married,high.school,no,no,yes,cellular,jun,mon,77,3,999,0,nonexistent,1.1,92.996,-52.0,5.1,5191.0,no
18,blue-collar,married,basic.9y,no,yes,no,cellular,sep,tue,145,1,999,0,nonexistent,-3.4,91.484,-40.9,4.935,5099.1,no
45,retired,married,university.degree,no,no,no,cellular,jul,wed,397,6,999,0,nonexistent,-3.4,94.081,-37.8,5.1,4963.6,no
33,admin.,single,university.degree,no,no,no,cellular,may,tue,235,1,14,3,failure,-1.8,91.261,-37.1,1.088,5099.1,yes
27,student,married,high.school,no,no,no,telephone,dec,fri,29,1,999,0,nonexistent,1.4,90.115,-46.8,5.1,5008.7,no
48,housemaid,married,professional.course,no,yes,no,cellular,jul,wed,247,4,999,0,nonexistent,1.1,93.144,-47.9,2.719,5008.7,no
42,management,married,basic.4y,no,yes,no,cellular,sep,thu,51,4,999,0,nonexistent,1.1,91.454,-45.4,2.695,5099.1,yes
33,management,married,high.school,no,no,no,cellular,may,wed,178,3,999,0,nonexistent,-1.7,93.267,-44.0,3.702,5017.5,no
24,student,married,basic.4y,no,no,no,telephone,feb,thu,188,2,999,0,nonexistent,-1.8,94.225,-43.7,3.922,5099.1,yes
50,blue-collar,divorced,university.degree,no,no,yes,telephone,apr,tue,522,2,26,2,nonexistent,-3.4,94.477,-41.4,4.899,5191.0,yes
47,admin.,single,university.degree,no,no,no,cellular,jul,fri,155,3,999,0,nonexistent,-0.1,93.746,-35.0,4.59,5099.1,no
38,blue-collar,married,high.school,no,no,no,cellular,aug,tue,81,2,999,0,nonexistent,-0.1,91.011,-42.3,1.824,5099.1,yes
62,entrepreneur,married,university.degree,unknown,no,no,telephone,may,wed,65,2,999,0,nonexistent,1.4,91.92,-37.3,1.206,5017.5,no
27,admin.,married,high.school,no,yes,yes,telephone,aug,tue,518,4,999,0,nonexistent,1.4,93.008,-38.7,2.656,5076.2,yes
21,management,married,university.degree,no,no,no,cellular,aug,wed,46,2,999,0,nonexistent,-0.1,93.023,-45.6,2.976,5008.7,no
31,unemployed,single,high.school,unknown,no,no,cellular,sep,tue,138,2,999,0,nonexistent,-0.1,91.587,-38.8,3.16,5191.0,no
39,housemaid,single,high.school,no,no,no,cellular,jul,tue,51,2,999,0,nonexistent,-1.8,92.306,-39.1,5.1,4963.6,no
42,services,married,professional.course,no,no,no,telephone,dec,fri,371,1,16,4,failure,-1.7,94.216,-42.0,3.332,5008.7,no
37,admin.,married,basic.9y,yes,yes,no,cellular,jul,mon,160,3,999,0,nonexistent,1.4,93.756,-41.1,5.1,5008.7,yes
44,self-employed,married,basic.6y,unknown,no,yes,cellular,jul,thu,108,4,16,2,success,-1.8,92.537,-42.3,5.1,5076.2,no
24,management,single,university.degree,no,no,no,telephone,may,fri,112,4,999,0,nonexistent,1.4,94.544,-47.5,2.457,5008.7,no
57,admin.,single,professional.course,no,yes,no,telephone,may,mon,477,2,999,0,nonexistent,-0.1,91.01,-30.2,0.6,5008.7,yes
39,admin.,married,high.school,no,yes,yes,telephone,mar,thu,201,2,999,0,nonexistent,-0.1,94.233,-36.7,5.1,5017.5,no
53,student,married,basic.4y,unknown,yes,yes,telephone,aug,tue,316,3,24,4,success,-1.8,94.027,-39.4,2.492,5017.5,yes
44,management,single,high.school,no,yes,no,cellular,may,mon,568,3,999,0,nonexistent,1.1,94.12,-44.0,4.672,5017.5,yes
45,self-employed,married,high.school,no,yes,yes,cellular,may,wed,580,8,999,0,nonexistent,-0.1,93.445,-42.5,1.799,5017.5,no
46,housemaid,married,basic.9y,unknown,yes,no,cellular,oct,fri,99,2,1,4,nonexistent,-1.7,92.02,-47.9,5.1,5017.5,no
45,services,married,university.degree,no,no,no,telephone,may,mon,761,1,999,0,nonexistent,-1.7,93.888,-39.7,4.526,5191.0,yes
47,services,single,professional.course,no,no,no,cellular,may,wed,6,6,24,1,failure,-3.4,92.377,-40.3,1.043,4963.6,no
55,technician,married,high.school,no,no,no,telephone,may,wed,118,5,999,0,nonexistent,-0.1,93.308,-43.0,0.6,5076.2,no
42,blue-collar,married,high.school,no,no,no,cellular,oct,fri,565,4,18,1,nonexistent,-1.7,91.908,-41.9,3.34,5099.1,yes
48,technician,single,high.school,unknown,yes,no,telephone,may,mon,80,3,999,0,nonexistent,1.1,92.483,-43.5,3.895,5191.0,no
38,entrepreneur,married,basic.6y,no,yes,no,cellular,jul,thu,79,2,7,1,success,1.1,92.785,-44.5,4.373,5017.5,no
57,management,married,university.degree,unknown,no,no,cellular,jul,thu,90,3,999,0,nonexistent,-1.7,93.6,-45.9,1.6,5076.2,no
31,student,married,high.school,no,yes,no,telephone,aug,thu,236,2,999,0,nonexistent,1.1,93.851,-47.1,1.841,5099.1,yes
61,technician,married,high.school,no,unknown,no,cellular,aug,fri,144,2,999,0,nonexistent,-1.7,95.544,-45.5,0.6,5008.7,yes
39,management,single,university.degree,unknown,no,no,telephone,nov,fri,324,6,999,0,nonexistent,1.1,93.222,-45.1,2.006,5191.0,no
22,management,married,high.school,no,yes,no,cellular,mar,mon,563,4,10,1,success,-3.4,91.578,-36.6,0.6,5008.7,yes
41,management,married,university.degree,no,unknown,no,telephone,may,wed,280,3,999,0,nonexistent,-1.8,94.2,-45.1,1.717,5076.2,yes
31,retired,married,basic.4y,no,yes,no,cellular,may,tue,57,5,2,2,failure,-1.8,93.506,-52.2,3.591,4963.6,no
50,blue-collar,single,university.degree,unknown,yes,no,cellular,may,tue,674,3,999,0,nonexistent,1.1,92.714,-40.5,3.565,4963.6,no
32,services,single,professional.course,no,no,no,telephone,may,wed,76,1,22,2,failure,-3.4,92.399,-38.9,1.787,5076.2,yes
34,admin.,married,university.degree,no,yes,no,cellular,may,tue,40,3,999,0,nonexistent,-1.8,92.073,-37.2,3.49,4963.6,yes
18,technician,married,professional.course,no,no,yes,cellular,jul,wed,23,2,999,0,nonexistent,-1.7,92.023,-41.2,5.1,4963.6,no
34,technician,single,basic.9y,no,yes,no,cellular,aug,fri,207,1,999,0,nonexistent,-3.4,91.169,-47.7,2.499,5008.7,no
18,management,married,high.school,no,no,no,cellular,jun,mon,30,2,999,0,nonexistent,1.1,94.448,-46.0,0.698,4963.6,no
20,unemployed,single,university.degree,no,no,no,cellular,sep,fri,37,2,999,0,nonexistent,-0.1,93.652,-39.0,4.414,4963.6,no
49,management,single,university.degree,no,no,yes,telephone,may,wed,89,1,999,0,nonexistent,1.4,93.14,-34.7,4.966,5076.2,no
49,retired,single,high.school,no,yes,no,cellular,may,thu,82,2,999,0,nonexistent,-3.4,92.069,-47.7,1.746,4963.6,no
45,services,married,high.school,no,yes,no,cellular,jul,fri,231,4,999,0,nonexistent,-1.7,94.634,-40.9,1.76,5191.0,yes
28,management,married,basic.6y,unknown,no,no,cellular,feb,tue,424,3,999,0,nonexistent,1.1,90.869,-44.8,0.6,5017.5,yes
39,admin.,single,high.school,no,yes,no,cellular,apr,wed,358,1,999,0,nonexistent,1.1,92.804,-46.1,2.17,5017.5,no
39,blue-collar,married,basic.9y,unknown,no,no,cellular,jun,wed,76,3,999,0,nonexistent,-1.8,94.473,-41.8,1.339,5076.2,yes
26,technician,married,university.degree,no,no,no,telephone,dec,tue,70,4,999,0,nonexistent,-0.1,90.011,-42.7,0.6,5017.5,no
58,technician,single,basic.9y,no,no,no,telephone,sep,fri,843,2,999,0,nonexistent,1.1,93.264,-52.1,2.343,5008.7,no
50,admin.,single,basic.4y,unknown,no,no,cellular,apr,fri,2,1,999,0,nonexistent,-3.4,92.01,-41.0,2.991,5191.0,yes
37,admin.,married,university.degree,no,yes,no,cellular,nov,mon,529,3,999,0,nonexistent,1.1,93.182,-40.4,2.662,5191.0,no
40,blue-collar,married,university.degree,no,no,no,telephone,sep,mon,55,3,999,0,nonexistent,-1.7,92.438,-38.3,2.417,5076.2,yes
42,unemployed,married,university.degree,unknown,no,no,cellular,aug,wed,735,1,999,0,nonexistent,1.4,93.891,-44.9,5.1,4963.6,yes
18,blue-collar,single,university.degree,no,yes,no,cellular,nov,mon,104,2,999,0,nonexistent,-0.1,94.849,-49.9,3.553,5017.5,no
37,technician,divorced,high.school,no,unknown,yes,cellular,jun,thu,145,6,999,0,nonexistent,-3.4,96.77,-44.1,4.171,5008.7,yes
31,blue-collar,married,university.degree,no,yes,yes,cellular,may,mon,306,2,999,0,nonexistent,-0.1,92.83,-38.5,5.1,5076.2,no
27,management,married,university.degree,no,yes,no,telephone,jul,wed,221,1,999,0,nonexistent,1.4,94.107,-42.4,4.776,5076.2,no
36,blue-collar,single,basic.4y,no,yes,no,telephone,jul,mon,95,1,1,3,success,1.1,93.513,-37.8,2.508,4963.6,no
61,blue-collar,married,university.degree,no,no,no,cellular,jul,tue,201,6,11,2,failure,-1.7,93.624,-48.5,0.6,5099.1,no
47,services,married,professional.course,no,yes,no,cellular,jul,thu,327,1,2,3,nonexistent,-0.1,95.214,-37.9,2.332,5017.5,yes
33,admin.,divorced,high.school,no,no,no,telephone,dec,wed,10,2,999,0,nonexistent,-0.1,91.974,-40.8,5.1,5008.7,no
46,admin.,married,high.school,no,no,unknown,telephone,dec,fri,2,2,999,0,nonexistent,-3.4,92.463,-43.8,4.764,5076.2,no
